Soil_Type,Soil_pH,Organic_Carbon,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Recommended_Fertilizer,Dosage_kg_ropani
Silt,5.63,0.55,27,15,96,27.32,42.98,258.38,Cotton,Vegetative,Spring,Sprinkler,Urea,3.99
Silt,4.78,1.47,89,64,118,21.18,64.68,444.64,Rice,Flowering,Spring,Drip,Compost,111.59
Sandy,4.73,0.71,59,49,57,5.65,47.6,194.4,Wheat,Sowing,Winter,Canal,Urea,3.66
Sandy,4.98,2.51,105,79,61,5.45,54.17,215.7,Rice,Sowing,Winter,Drip,Compost,222.02
Clay,6.82,0.39,48,34,118,36.24,71.91,1700.94,Sugarcane,Flowering,Summer,Sprinkler,Urea,4.77
Silt,8.22,3.25,28,13,18,27.41,92.15,1624.41,Sugarcane,Harvest,Summer,Sprinkler,Urea,1.58
Sandy,6.49,0.91,40,43,94,19.12,65.75,310.67,Tomato,Sowing,Spring,Drip,Urea,3.08
Clay,7.87,0.55,51,31,117,24.96,68.49,318.34,Tomato,Flowering,Spring,Rainfed,Urea,2.7
Silt,6.28,0.84,91,65,41,12.17,43.61,157.23,Rice,Vegetative,Winter,Rainfed,NPK,6.83
Loamy,7.33,1.12,29,55,117,10.7,50.7,266.62,Maize,Vegetative,Winter,Canal,Urea,4.59
Clay,7.43,0.22,106,65,19,28.01,84.2,2836.16,Rice,Flowering,Summer,Drip,MOP,1.45
Silt,5.2,2.29,103,87,102,15.91,40.51,149.82,Sugarcane,Sowing,Winter,Drip,Compost,403.98
Silt,5.94,0.9,105,84,107,7.09,31.95,106.93,Sugarcane,Sowing,Winter,Drip,Zinc Sulphate,0.46
Clay,7.05,0.49,60,36,95,23.5,71.81,2623.65,Tomato,Vegetative,Summer,Canal,DAP,2.58
Loamy,4.78,2.13,50,44,78,21.47,56.6,719.12,Wheat,Sowing,Spring,Canal,Urea,2.88
Clay,5.95,0.59,128,25,20,19.03,70.09,484.84,Wheat,Flowering,Spring,Sprinkler,DAP,0.92
Silt,6.64,0.56,51,29,67,25.56,45.84,624.01,Maize,Sowing,Spring,Canal,Urea,3.63
Sandy,8.48,0.81,32,24,37,5.32,25.43,271.92,Wheat,Harvest,Winter,Canal,Urea,1.16
Sandy,6.4,3.32,140,87,97,26.27,48.74,173.21,Potato,Flowering,Spring,Sprinkler,Zinc Sulphate,0.37
Clay,7.76,2.66,137,81,43,31.25,71.57,1039.8,Potato,Harvest,Summer,Drip,Zinc Sulphate,0.63
Silt,6.23,0.38,125,33,62,22.58,90.88,1037.87,Rice,Vegetative,Summer,Canal,DAP,2.26
Sandy,7.69,0.72,34,71,115,23.75,44.71,387.36,Rice,Sowing,Spring,Canal,Urea,3.91
Silt,6.88,0.29,83,89,49,29.45,91.81,1741.31,Potato,Vegetative,Summer,Rainfed,NPK,16.81
Clay,8.05,1.87,136,53,73,15.61,67.91,461.46,Sugarcane,Vegetative,Spring,Rainfed,Zinc Sulphate,1.02
Sandy,6.14,0.78,27,23,19,10.84,44.6,262.62,Tomato,Sowing,Winter,Canal,Urea,4.24
Silt,6.92,2.78,24,82,35,8.09,39.79,74.29,Rice,Harvest,Winter,Canal,Urea,0.71
Sandy,7.02,0.62,40,86,52,22.36,48.0,271.17,Sugarcane,Harvest,Spring,Rainfed,Urea,1.95
Clay,6.17,2.46,39,60,114,24.92,45.44,228.12,Rice,Harvest,Spring,Rainfed,Urea,0.59
Silt,5.08,0.9,143,31,80,5.64,48.46,37.01,Rice,Vegetative,Winter,Sprinkler,DAP,1.79
Sandy,4.87,1.87,134,41,53,30.68,72.68,1017.05,Rice,Harvest,Summer,Drip,Compost,76.31
Clay,4.57,0.3,63,89,80,14.42,45.84,54.3,Rice,Vegetative,Winter,Rainfed,Compost,478.41
Sandy,7.99,0.87,72,34,66,6.45,54.64,107.37,Wheat,Harvest,Winter,Drip,DAP,0.51
Sandy,5.45,2.96,85,58,57,26.58,77.62,2162.0,Wheat,Flowering,Summer,Canal,Compost,85.98
Loamy,5.35,0.98,124,32,88,31.45,90.04,1116.12,Sugarcane,Vegetative,Summer,Drip,DAP,2.2
Loamy,7.44,0.23,145,46,71,12.91,40.31,292.51,Cotton,Sowing,Winter,Canal,Zinc Sulphate,0.87
Clay,5.78,2.67,139,12,119,22.49,88.13,1949.22,Rice,Sowing,Summer,Canal,DAP,1.43
Loamy,6.52,0.59,76,69,118,8.65,37.82,180.8,Sugarcane,Harvest,Winter,Canal,Zinc Sulphate,0.46
Clay,5.15,0.52,74,68,70,22.6,89.42,815.88,Tomato,Vegetative,Summer,Rainfed,Compost,399.49
Loamy,8.34,0.83,149,32,76,35.16,80.55,1496.51,Sugarcane,Flowering,Summer,Rainfed,DAP,1.86
Sandy,7.91,0.9,113,42,54,7.26,33.6,130.78,Tomato,Harvest,Winter,Sprinkler,Zinc Sulphate,1.05
Clay,7.96,1.01,84,63,70,9.94,39.31,269.95,Rice,Vegetative,Winter,Drip,Zinc Sulphate,0.78
Clay,6.13,0.71,129,48,99,27.76,92.35,2289.82,Rice,Harvest,Summer,Sprinkler,Compost,76.31
Sandy,7.55,0.77,150,34,80,15.42,51.19,152.35,Potato,Vegetative,Winter,Sprinkler,DAP,2.56
Clay,5.08,0.9,24,72,11,16.77,61.81,715.7,Tomato,Vegetative,Spring,Canal,Urea,5.67
Clay,4.53,0.71,85,68,83,10.1,26.27,115.11,Sugarcane,Flowering,Winter,Drip,Compost,339.99
Loamy,4.58,3.16,109,40,103,24.03,74.78,1864.89,Sugarcane,Flowering,Summer,Rainfed,Compost,148.68
Clay,6.85,1.99,156,58,56,14.76,54.34,284.13,Wheat,Flowering,Winter,Rainfed,Compost,76.53
Silt,6.32,0.79,159,69,76,17.97,42.7,760.63,Wheat,Sowing,Spring,Drip,NPK,4.84
Sandy,6.57,0.2,56,73,111,30.36,69.7,2952.19,Rice,Harvest,Summer,Canal,Urea,1.15
Loamy,4.53,2.61,138,47,38,26.47,41.57,201.22,Tomato,Vegetative,Spring,Drip,MOP,2.38
Loamy,6.19,0.36,117,80,72,34.32,86.26,2723.03,Potato,Harvest,Summer,Rainfed,SSP,1.57
Silt,7.37,0.52,73,86,34,6.63,54.8,259.37,Sugarcane,Flowering,Winter,Sprinkler,MOP,1.59
Sandy,6.27,0.4,141,17,119,15.26,43.74,376.86,Rice,Sowing,Spring,Rainfed,DAP,1.93
Sandy,7.43,0.43,86,22,13,25.45,81.18,1589.96,Maize,Vegetative,Summer,Canal,DAP,3.35
Loamy,5.43,1.99,75,35,56,31.97,90.64,900.07,Potato,Harvest,Summer,Canal,DAP,0.51
Clay,7.75,0.95,65,19,78,15.05,42.93,257.79,Tomato,Harvest,Winter,Canal,DAP,0.51
Loamy,6.85,3.2,24,65,72,24.79,40.01,772.89,Rice,Vegetative,Spring,Canal,Urea,3.17
Sandy,5.34,0.5,75,13,15,8.08,34.95,168.32,Potato,Harvest,Winter,Rainfed,DAP,0.97
Silt,5.45,0.83,81,40,92,13.81,31.69,243.15,Rice,Flowering,Winter,Rainfed,Compost,223.17
Loamy,7.01,2.63,78,26,27,12.36,33.29,78.43,Sugarcane,Flowering,Winter,Canal,DAP,0.95
Sandy,7.82,2.45,47,17,111,23.37,67.43,2660.38,Sugarcane,Harvest,Summer,Sprinkler,Urea,1.92
Loamy,6.16,3.45,25,61,45,21.16,64.39,204.06,Tomato,Flowering,Spring,Rainfed,Urea,2.06
Clay,5.53,0.45,80,46,85,17.08,26.5,184.77,Potato,Flowering,Winter,Sprinkler,DAP,0.87
Loamy,7.97,1.7,112,29,97,10.04,39.25,295.64,Wheat,Flowering,Winter,Rainfed,DAP,0.9
Loamy,7.18,0.65,31,56,66,5.86,26.72,108.56,Tomato,Harvest,Winter,Canal,Urea,1.14
Sandy,6.29,0.89,81,83,39,20.81,59.68,568.37,Cotton,Sowing,Spring,Sprinkler,MOP,0.97
Sandy,6.45,0.99,131,60,23,5.25,46.55,244.48,Rice,Harvest,Winter,Drip,MOP,0.41
Sandy,5.32,0.99,24,67,48,15.09,47.35,781.94,Wheat,Sowing,Spring,Drip,Urea,3.49
Loamy,7.01,1.16,85,53,11,25.65,48.16,785.85,Tomato,Vegetative,Spring,Rainfed,MOP,4.77
Clay,5.93,2.29,87,20,43,22.83,90.31,2804.72,Maize,Flowering,Summer,Canal,DAP,1.49
Silt,8.48,0.29,105,21,67,30.5,73.8,2605.38,Rice,Vegetative,Summer,Canal,DAP,3.92
Silt,6.42,0.79,128,19,93,30.65,84.65,1081.49,Potato,Flowering,Summer,Canal,DAP,1.97
Sandy,6.44,2.06,133,86,14,19.68,68.38,456.3,Potato,Sowing,Spring,Canal,MOP,3.63
Sandy,6.76,0.58,99,63,96,22.03,57.56,255.79,Tomato,Harvest,Spring,Rainfed,NPK,1.81
Loamy,8.17,0.61,85,43,44,32.2,66.2,2995.41,Cotton,Vegetative,Summer,Drip,Zinc Sulphate,1.38
Silt,7.7,0.36,95,39,43,15.75,36.16,162.43,Potato,Harvest,Winter,Sprinkler,DAP,0.51
Sandy,6.3,0.74,24,24,94,23.8,64.45,281.35,Maize,Sowing,Spring,Canal,Urea,4.31
Clay,7.37,2.14,152,17,111,11.82,30.98,40.75,Rice,Vegetative,Winter,Drip,DAP,1.28
Clay,6.84,0.57,105,49,119,15.08,41.35,236.02,Sugarcane,Harvest,Winter,Canal,DAP,0.51
Sandy,6.47,0.89,99,31,17,8.05,54.21,75.51,Cotton,Flowering,Winter,Canal,DAP,1.01
Sandy,5.27,2.55,109,14,52,24.13,55.85,728.24,Potato,Harvest,Spring,Drip,DAP,0.55
Silt,6.36,0.22,156,29,72,33.62,83.29,1368.89,Sugarcane,Vegetative,Summer,Drip,DAP,2.61
Silt,5.48,2.54,51,58,71,27.43,48.32,742.59,Potato,Vegetative,Spring,Sprinkler,Urea,4.44
Loamy,8.16,0.7,102,61,103,21.91,73.96,545.12,Maize,Harvest,Spring,Rainfed,Zinc Sulphate,1.36
Silt,5.84,1.98,55,75,29,37.61,86.52,2393.25,Wheat,Harvest,Summer,Canal,Urea,0.79
Clay,8.31,0.25,156,28,61,30.26,76.06,2797.68,Sugarcane,Vegetative,Summer,Sprinkler,DAP,3.75
Clay,6.63,0.39,35,23,93,20.2,59.8,648.01,Cotton,Vegetative,Spring,Drip,Urea,3.61
Sandy,7.03,0.62,25,16,96,27.4,44.58,630.96,Sugarcane,Sowing,Spring,Rainfed,Urea,9.28
Silt,6.67,0.65,91,66,93,9.49,45.85,200.5,Wheat,Sowing,Winter,Canal,Urea,1.81
Loamy,5.02,3.16,129,89,55,23.35,54.21,580.18,Rice,Flowering,Spring,Rainfed,Compost,76.31
Clay,6.0,0.21,119,19,96,5.39,39.75,53.13,Potato,Vegetative,Winter,Sprinkler,DAP,2.89
Clay,4.9,2.63,78,31,13,27.17,71.46,1318.51,Wheat,Sowing,Summer,Canal,DAP,1.26
Loamy,6.99,0.37,55,14,71,18.88,51.53,687.73,Maize,Flowering,Spring,Sprinkler,Urea,2.43
Loamy,6.29,3.22,53,85,19,34.72,81.13,2798.17,Rice,Sowing,Summer,Drip,Urea,1.84
Clay,7.61,3.28,149,33,49,17.5,48.31,285.65,Sugarcane,Sowing,Winter,Rainfed,DAP,1.2
Clay,5.38,0.85,32,24,14,13.68,47.12,108.77,Sugarcane,Harvest,Winter,Sprinkler,Urea,1.42
Loamy,5.16,0.48,76,35,105,17.13,51.75,91.15,Potato,Sowing,Winter,Canal,DAP,1.84
Clay,6.13,1.42,26,64,27,26.33,90.0,1480.86,Tomato,Flowering,Summer,Rainfed,Urea,2.84
Sandy,8.21,0.4,78,27,70,29.02,74.71,2948.11,Wheat,Vegetative,Summer,Canal,DAP,3.47
Sandy,7.34,0.45,130,52,66,8.45,31.14,64.87,Rice,Harvest,Winter,Canal,NPK,1.73
Loamy,6.18,2.7,135,15,72,23.26,72.57,1418.77,Wheat,Harvest,Summer,Sprinkler,DAP,0.51
Silt,6.57,1.79,70,54,22,12.95,50.77,285.42,Rice,Sowing,Winter,Canal,MOP,1.3
Loamy,4.84,3.09,22,34,90,13.82,34.03,222.21,Wheat,Vegetative,Winter,Canal,Urea,4.0
Loamy,8.44,0.97,73,25,14,16.64,47.49,595.51,Potato,Harvest,Spring,Rainfed,DAP,0.68
Silt,7.17,0.9,113,64,108,22.41,73.37,2897.56,Cotton,Vegetative,Summer,Sprinkler,NPK,8.61
Silt,5.64,2.83,53,65,115,9.13,53.23,230.25,Cotton,Sowing,Winter,Sprinkler,Urea,1.9
Silt,6.84,0.91,42,38,30,37.4,93.47,917.8,Rice,Vegetative,Summer,Sprinkler,Urea,3.75
Sandy,4.94,0.75,67,73,109,35.38,75.78,2360.4,Potato,Vegetative,Summer,Canal,Compost,593.79
Clay,8.36,1.5,74,10,28,16.03,33.43,164.84,Rice,Vegetative,Winter,Sprinkler,DAP,1.68
Sandy,5.2,0.5,36,54,32,17.31,52.81,158.18,Wheat,Flowering,Winter,Sprinkler,Urea,2.31
Clay,7.09,0.33,98,35,78,16.5,53.91,59.71,Cotton,Flowering,Winter,Rainfed,DAP,0.94
Sandy,5.48,3.35,81,59,42,14.61,29.36,181.16,Wheat,Sowing,Winter,Sprinkler,Compost,191.24
Clay,7.37,0.32,144,36,13,33.14,65.11,1970.64,Sugarcane,Sowing,Summer,Drip,DAP,1.77
Sandy,7.61,0.69,80,44,106,25.95,72.67,497.1,Rice,Sowing,Spring,Drip,NPK,6.41
Silt,7.19,0.75,63,89,44,19.71,70.83,304.02,Cotton,Sowing,Spring,Canal,Zinc Sulphate,0.78
Loamy,6.96,0.91,90,38,68,28.54,88.45,1851.33,Sugarcane,Sowing,Summer,Sprinkler,DAP,1.51
Sandy,8.07,2.71,144,16,51,8.61,54.23,96.67,Rice,Harvest,Winter,Rainfed,DAP,0.51
Clay,4.81,0.49,147,71,99,23.59,46.97,633.53,Cotton,Flowering,Spring,Canal,Compost,173.19
Silt,5.82,0.69,22,80,110,21.12,52.33,457.73,Sugarcane,Sowing,Spring,Rainfed,Urea,8.29
Sandy,5.49,0.37,86,43,95,8.66,27.57,293.83,Wheat,Sowing,Winter,Canal,Compost,701.19
Sandy,8.45,0.99,131,57,84,17.59,66.68,341.61,Wheat,Harvest,Spring,Canal,Zinc Sulphate,1.51
Silt,6.06,3.37,118,14,58,24.77,85.98,1291.69,Cotton,Harvest,Summer,Canal,DAP,0.51
Sandy,7.43,0.83,155,17,99,24.5,68.86,2352.31,Tomato,Sowing,Summer,Drip,DAP,2.17
Loamy,7.24,0.52,139,81,50,26.0,94.55,1219.78,Maize,Harvest,Summer,Rainfed,NPK,2.2
Sandy,5.35,1.5,152,52,86,17.52,31.56,245.08,Maize,Harvest,Winter,Canal,Compost,78.16
Loamy,5.46,0.9,122,61,87,30.79,83.24,2016.25,Rice,Flowering,Summer,Rainfed,Compost,147.98
Loamy,5.63,0.42,159,83,114,5.13,38.33,141.51,Rice,Vegetative,Winter,Drip,NPK,6.12
Silt,6.14,0.73,82,10,58,33.43,80.02,1357.14,Potato,Sowing,Summer,Canal,DAP,2.99
Sandy,5.44,0.77,155,47,80,22.82,47.3,671.27,Potato,Flowering,Spring,Rainfed,Compost,282.39
Silt,4.58,3.17,53,16,89,32.56,76.47,2902.37,Potato,Vegetative,Summer,Canal,Urea,6.66
Sandy,8.02,2.67,41,65,93,26.48,91.96,862.99,Sugarcane,Flowering,Summer,Sprinkler,Urea,4.22
Sandy,8.36,2.38,69,55,118,37.28,72.32,1239.4,Tomato,Vegetative,Summer,Rainfed,Zinc Sulphate,1.76
Clay,5.87,3.05,159,33,55,33.81,73.57,1333.08,Sugarcane,Harvest,Summer,Canal,DAP,0.51
Sandy,5.85,2.58,110,44,73,30.87,68.67,1710.95,Tomato,Flowering,Summer,Drip,DAP,0.79
Silt,4.53,2.67,101,82,59,14.31,54.81,70.86,Potato,Sowing,Winter,Sprinkler,Compost,304.67
Loamy,7.22,0.27,38,51,52,14.18,39.66,242.04,Wheat,Harvest,Winter,Sprinkler,Urea,0.82
Sandy,7.8,0.79,142,76,36,15.79,60.7,602.86,Maize,Harvest,Spring,Sprinkler,MOP,0.41
Clay,5.09,1.63,152,53,43,13.09,41.51,62.95,Rice,Vegetative,Winter,Sprinkler,Compost,140.24
Silt,5.14,0.96,35,13,95,31.79,87.77,1312.01,Potato,Flowering,Summer,Drip,Urea,3.26
Sandy,7.66,0.43,132,86,72,17.87,45.83,81.12,Maize,Vegetative,Winter,Drip,NPK,8.32
Silt,6.97,0.64,38,33,111,28.71,82.87,1880.97,Sugarcane,Sowing,Summer,Canal,Urea,7.31
Clay,4.68,0.61,127,80,110,25.96,83.27,2719.42,Maize,Sowing,Summer,Drip,Compost,483.65
Clay,6.99,0.54,41,28,76,27.7,71.55,2366.54,Wheat,Harvest,Summer,Drip,Urea,0.69
Silt,5.74,0.65,54,59,36,20.37,64.49,759.27,Rice,Flowering,Spring,Rainfed,Urea,2.42
Sandy,5.97,0.87,92,27,16,9.05,54.05,87.11,Wheat,Harvest,Winter,Rainfed,DAP,0.51
Loamy,7.58,3.04,74,37,108,34.13,84.54,2075.92,Rice,Sowing,Summer,Drip,DAP,0.94
Clay,7.74,2.63,152,38,118,9.42,48.5,180.36,Wheat,Flowering,Winter,Sprinkler,DAP,0.59
Sandy,6.1,3.11,92,82,32,22.23,87.96,995.81,Sugarcane,Sowing,Summer,Drip,MOP,1.64
Sandy,8.29,1.88,134,54,75,23.86,75.74,2326.78,Tomato,Flowering,Summer,Canal,Zinc Sulphate,1.56
Loamy,6.13,0.74,30,16,97,6.03,31.72,242.51,Cotton,Harvest,Winter,Drip,Urea,0.71
Clay,7.59,0.65,97,54,11,22.74,89.04,1166.11,Potato,Harvest,Summer,Drip,MOP,1.02
Clay,6.44,0.27,129,35,45,22.11,62.89,257.54,Wheat,Sowing,Spring,Rainfed,DAP,1.29
Sandy,8.09,1.83,103,79,67,10.76,34.09,114.87,Wheat,Harvest,Winter,Rainfed,Zinc Sulphate,1.22
Sandy,8.13,0.29,116,58,90,20.67,64.72,571.97,Potato,Harvest,Spring,Drip,Zinc Sulphate,1.38
Loamy,4.85,1.06,151,27,20,22.65,75.46,2530.01,Tomato,Harvest,Summer,Sprinkler,DAP,0.63
Loamy,8.25,0.69,146,49,16,35.69,87.74,1350.12,Maize,Vegetative,Summer,Drip,MOP,2.08
Clay,7.8,2.92,99,27,75,24.73,64.73,308.76,Sugarcane,Vegetative,Spring,Canal,DAP,1.83
Silt,7.67,0.75,134,56,88,33.26,66.01,1717.51,Cotton,Sowing,Summer,Sprinkler,NPK,6.42
Clay,5.3,1.83,83,10,119,8.39,27.93,52.86,Cotton,Harvest,Winter,Sprinkler,DAP,0.51
Sandy,7.72,0.57,86,42,40,9.46,44.33,155.43,Rice,Harvest,Winter,Drip,Compost,117.09
Clay,7.9,0.59,115,48,55,25.76,73.77,737.33,Tomato,Vegetative,Spring,Sprinkler,Zinc Sulphate,0.96
Silt,5.66,0.97,53,32,79,15.85,30.42,231.99,Rice,Vegetative,Winter,Sprinkler,Urea,3.04
Loamy,8.31,1.82,132,23,110,29.59,81.53,1571.03,Cotton,Flowering,Summer,Rainfed,DAP,1.28
Silt,4.7,0.87,108,53,119,17.16,32.72,89.85,Cotton,Harvest,Winter,Sprinkler,Compost,88.1
Silt,5.1,2.72,154,46,62,25.03,52.13,214.67,Potato,Sowing,Spring,Sprinkler,Compost,223.05
Silt,6.65,1.63,44,80,102,15.5,70.75,576.51,Sugarcane,Sowing,Spring,Drip,Urea,4.05
Loamy,6.8,3.27,47,85,77,23.57,94.09,2689.39,Cotton,Flowering,Summer,Canal,Urea,1.73
Silt,7.08,0.77,88,46,55,17.52,40.76,664.21,Rice,Vegetative,Spring,Rainfed,NPK,9.24
Silt,4.57,0.7,95,37,46,7.41,51.64,89.38,Rice,Vegetative,Winter,Canal,DAP,2.17
Silt,8.34,0.45,101,16,85,29.87,94.44,1078.4,Maize,Flowering,Summer,Drip,DAP,1.75
Sandy,4.68,2.35,155,61,36,9.84,34.8,285.75,Cotton,Flowering,Winter,Sprinkler,MOP,0.86
Silt,5.07,3.42,138,26,34,29.58,73.45,2044.42,Sugarcane,Vegetative,Summer,Canal,DAP,2.67
Loamy,4.56,1.19,113,71,118,24.77,78.24,1112.54,Potato,Sowing,Summer,Sprinkler,Compost,420.63
Silt,6.77,0.59,156,46,21,28.94,66.89,2350.55,Wheat,Flowering,Summer,Sprinkler,MOP,0.68
Silt,8.23,0.52,131,23,69,28.38,91.2,2791.17,Rice,Harvest,Summer,Sprinkler,DAP,0.6
Loamy,7.16,1.84,62,60,26,17.07,42.0,287.62,Wheat,Sowing,Winter,Rainfed,MOP,0.62
Silt,7.79,0.29,44,64,59,31.85,82.06,1756.14,Rice,Vegetative,Summer,Canal,Urea,5.37
Loamy,4.55,1.95,113,66,85,32.16,76.55,1873.8,Sugarcane,Vegetative,Summer,Drip,Compost,247.84
Silt,6.67,0.66,85,13,104,22.72,68.38,2840.33,Wheat,Flowering,Summer,Drip,DAP,1.36
Loamy,6.34,0.74,36,58,18,5.8,36.93,297.43,Maize,Vegetative,Winter,Drip,Urea,4.25
Silt,6.5,2.83,128,44,92,21.98,50.09,380.7,Potato,Sowing,Spring,Canal,Zinc Sulphate,0.4
Silt,4.79,0.32,154,62,38,27.15,41.7,770.19,Sugarcane,Flowering,Spring,Sprinkler,MOP,2.24
Sandy,7.24,0.66,41,41,34,25.85,62.79,702.97,Rice,Flowering,Spring,Drip,Urea,2.2
Sandy,6.51,1.53,29,19,24,27.99,93.4,1946.18,Cotton,Vegetative,Summer,Drip,Urea,3.68
Silt,7.56,1.94,109,71,18,25.95,43.53,341.5,Potato,Sowing,Spring,Sprinkler,MOP,3.29
Silt,6.44,3.28,61,11,22,32.01,80.91,1872.72,Wheat,Vegetative,Summer,Sprinkler,DAP,1.84
Clay,5.1,1.29,47,72,56,30.05,73.49,2072.32,Cotton,Sowing,Summer,Rainfed,Urea,3.53
Loamy,7.09,0.28,119,27,53,35.7,75.51,2316.31,Tomato,Sowing,Summer,Sprinkler,DAP,2.41
Clay,5.19,0.46,30,25,115,6.2,27.22,248.07,Rice,Flowering,Winter,Sprinkler,Urea,2.4
Sandy,7.99,0.84,156,25,12,7.12,35.89,80.81,Wheat,Harvest,Winter,Rainfed,DAP,0.51
Sandy,6.95,0.68,100,12,83,18.94,69.6,154.9,Wheat,Vegetative,Spring,Rainfed,DAP,2.55
Sandy,5.13,0.73,74,27,27,20.58,62.63,342.83,Tomato,Vegetative,Spring,Canal,DAP,3.09
Sandy,8.35,2.86,24,51,19,21.12,41.01,332.85,Potato,Flowering,Spring,Drip,Urea,2.99
Silt,6.57,0.22,88,41,45,12.74,37.24,87.24,Tomato,Vegetative,Winter,Drip,NPK,8.34
Sandy,4.79,2.76,57,59,101,6.96,51.87,121.86,Wheat,Sowing,Winter,Drip,Urea,2.2
Silt,7.01,0.2,85,58,66,17.58,34.73,115.9,Tomato,Sowing,Winter,Rainfed,MOP,2.18
Silt,5.51,0.28,83,12,12,10.81,36.38,288.26,Sugarcane,Vegetative,Winter,Rainfed,DAP,3.85
Sandy,7.71,0.73,96,81,29,11.52,48.49,243.05,Sugarcane,Flowering,Winter,Rainfed,MOP,2.19
Sandy,7.77,1.33,38,14,27,17.05,65.02,728.48,Tomato,Sowing,Spring,Canal,Urea,4.63
Loamy,8.42,0.39,118,66,58,15.4,70.17,778.63,Sugarcane,Vegetative,Spring,Rainfed,Zinc Sulphate,1.8
Clay,6.51,0.92,44,53,46,32.54,73.12,1035.14,Sugarcane,Vegetative,Summer,Sprinkler,Urea,6.58
Sandy,6.32,2.72,67,34,29,27.31,63.14,195.79,Potato,Sowing,Spring,Sprinkler,DAP,1.29
Loamy,7.51,0.5,92,79,83,8.21,47.77,225.48,Rice,Sowing,Winter,Drip,Compost,483.5
Loamy,5.03,0.87,54,32,107,18.13,41.07,456.34,Tomato,Vegetative,Spring,Rainfed,Urea,4.8
Clay,6.69,2.42,68,19,73,24.61,83.05,2606.44,Maize,Sowing,Summer,Canal,DAP,1.9
Silt,6.68,0.87,108,19,31,11.12,48.95,80.21,Rice,Harvest,Winter,Sprinkler,DAP,0.51
Sandy,4.86,0.4,105,42,30,23.13,92.9,1758.11,Tomato,Flowering,Summer,Canal,MOP,3.44
Clay,6.17,1.72,150,82,23,18.12,70.03,506.42,Potato,Sowing,Spring,Sprinkler,MOP,2.42
Sandy,7.91,0.97,144,27,89,16.08,65.64,210.39,Wheat,Flowering,Spring,Sprinkler,DAP,1.02
Loamy,7.92,0.24,92,76,115,13.6,53.61,275.57,Tomato,Flowering,Winter,Rainfed,Zinc Sulphate,1.23
Loamy,4.9,0.32,130,83,44,14.77,48.87,253.53,Sugarcane,Sowing,Winter,Sprinkler,Compost,915.7
Silt,4.86,0.4,124,36,109,32.28,90.7,959.17,Potato,Flowering,Summer,Sprinkler,DAP,1.79
Loamy,5.55,0.38,107,44,10,14.8,37.23,74.18,Wheat,Vegetative,Winter,Drip,MOP,1.09
Loamy,8.0,0.54,27,71,21,27.07,53.25,395.37,Sugarcane,Vegetative,Spring,Sprinkler,Urea,8.67
Clay,5.02,0.79,153,27,22,22.42,78.81,2529.6,Cotton,Vegetative,Summer,Rainfed,DAP,2.83
Sandy,7.38,0.68,28,16,17,12.51,49.65,265.22,Cotton,Harvest,Winter,Rainfed,Urea,1.03
Sandy,4.9,1.78,34,80,40,31.37,89.79,1629.29,Sugarcane,Vegetative,Summer,Canal,Urea,10.88
Clay,6.99,1.0,83,19,14,37.04,77.69,1020.81,Cotton,Vegetative,Summer,Canal,DAP,2.12
Silt,5.92,3.08,143,36,53,31.21,72.57,2194.31,Potato,Sowing,Summer,Sprinkler,DAP,1.61
Sandy,7.66,0.89,30,77,60,16.76,40.26,103.51,Sugarcane,Vegetative,Winter,Rainfed,Urea,9.77
Loamy,5.43,0.32,114,85,109,22.54,51.5,356.1,Maize,Sowing,Spring,Rainfed,Compost,646.12
Sandy,7.06,0.8,139,76,34,28.21,94.5,2736.29,Wheat,Harvest,Summer,Rainfed,MOP,0.41
Loamy,5.44,1.58,64,64,54,23.67,56.79,498.44,Rice,Vegetative,Spring,Drip,Compost,166.19
Silt,7.35,0.45,96,57,22,32.29,74.12,2753.06,Rice,Harvest,Summer,Sprinkler,MOP,0.56
Clay,7.99,0.32,113,76,44,29.33,74.71,2906.86,Potato,Vegetative,Summer,Canal,Zinc Sulphate,1.56
Sandy,5.01,0.63,78,35,41,30.73,94.69,2708.95,Rice,Flowering,Summer,Drip,DAP,1.32
Clay,7.97,0.71,159,49,81,37.06,69.02,804.71,Sugarcane,Flowering,Summer,Sprinkler,Zinc Sulphate,1.12
Sandy,6.87,0.6,104,80,31,26.85,70.35,579.77,Sugarcane,Vegetative,Spring,Sprinkler,MOP,3.04
Loamy,5.01,0.38,45,55,15,28.18,87.82,1636.53,Potato,Flowering,Summer,Sprinkler,Urea,3.78
Clay,6.21,0.53,133,83,58,15.63,33.33,51.83,Maize,Flowering,Winter,Sprinkler,Zinc Sulphate,0.39
Sandy,5.14,2.28,56,76,20,37.38,93.07,2600.79,Sugarcane,Sowing,Summer,Canal,Urea,7.99
Loamy,7.3,0.7,42,20,80,14.84,34.09,207.34,Potato,Harvest,Winter,Canal,Urea,1.17
Clay,7.54,2.7,84,60,24,19.49,48.82,607.27,Potato,Vegetative,Spring,Rainfed,MOP,4.08
Clay,4.92,0.9,64,41,77,5.72,31.72,206.53,Tomato,Sowing,Winter,Canal,Compost,546.64
Sandy,6.52,0.91,93,81,49,36.49,80.35,1605.76,Rice,Harvest,Summer,Canal,MOP,0.42
